id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
91082,29259,- Arcane preRaise -,NULL,2017-05-02 00:00:00.000,NULL,NULL,NULL,NULL,50.0000,1
